"guid","fid","name","cr","size","type","tags","section","alignment","environment","ac","hp","init","lair?","legendary?","unique?","sources"
"b0ed20be-5d74-4892-9e46-7503cc10263e","5ef.hippocampus","Hippocampus","1","Large","Monstrosity","","","chaotic good","aquatic","12","34","2","","","","Fifth Edition Foes: 144"
"cdda62de-1fc4-40af-87e0-b558b926ddac","5ef.hoar-fox","Hoar Fox","1","Small","Monstrosity","","","unaligned","arctic, forest","14","26","3","","","","Fifth Edition Foes: 145"
"7ba610ba-b5a0-4d4b-83b5-2226acb81eb3","5ef.huggermugger","Huggermugger","1/4","Small","Humanoid","","","chaotic evil","underground","13","7","3","","","","Fifth Edition Foes: 147"
"74ca7858-7ba7-4e4e-8c5d-9b50f13dad65","5ef.hyaenodon","Hyaenodon","1","Large","Beast","","Pleistocene Animal","unaligned","grassland","13","44","2","","","","Fifth Edition Foes: 184"
"fb3cb5da-279c-437e-8c5a-3d2dfe93f6e0","5ef.ice-drake","Ice Drake","1","Small","Dragon","","","chaotic evil","arctic","14","22","1","","","","Fifth Edition Foes: 87"
"4755c9ff-33ef-4795-a023-268fe0d330ed","5ef.igniguana","Igniguana","1","Medium","Elemental","","","unaligned","planar, underground","12","26","0","","","","Fifth Edition Foes: 148"
"7bdb5b8a-1f90-4e33-8b89-c0095ed0d7b8","5ef.jack-in-irons","Jack-in-Irons","7","Huge","Giant","","Giants","chaotic evil","forest, grassland","14","126","1","","","","Fifth Edition Foes: 120"
"04cd2290-02d0-444d-aafc-5a944281fc07","5ef.jackal-of-darkness","Jackal of Darkness","1","Small","Undead","","","neutral evil","ruins","13","21","2","","","","Fifth Edition Foes: 149"
"619a44e4-6157-4c91-ab34-b9074f031b80","5ef.jaculi","Jaculi","1/8","Medium","Monstrosity","","","unaligned","","14","4","3","","","","Fifth Edition Foes: 150"
"f6eb324c-4236-440f-9708-7e6457bbd5b8","5ef.juggernaut","Juggernaut","6","Large","Construct","","Amphorons of Yothri","neutral","","17","102","0","","","","Fifth Edition Foes: 10"
"804dae66-0996-47ae-b2e0-497a87ff71ae","5ef.jupiter-bloodsucker","Jupiter Bloodsucker","1","Medium","Plant","","","unaligned","forest","8","26","-3","","","","Fifth Edition Foes: 152"
"cf8c3aeb-fed2-480c-845f-1cd0800419de","5ef.kamadan","Kamadan","3","Large","Monstrosity","","","unaligned","","14","30","2","","","","Fifth Edition Foes: 153"
"418f42d0-b7d2-4425-8072-5612c0a54c35","5ef.kampfult","Kampfult","2","Medium","Plant","","","unaligned","underground","15","32","1","","","","Fifth Edition Foes: 154"
"697094e6-3d30-402f-b0ab-e997c12a3293","5ef.kech","Kech","1/2","Medium","Monstrosity","","","neutral evil","forest","13","27","2","","","","Fifth Edition Foes: 155"
"5df53170-860c-4cf6-9b89-eabc7f2d8890","5ef.kelpie","Kelpie","1","Medium","Plant","","","neutral evil","aquatic","12","27","2","","","","Fifth Edition Foes: 156"
"cb027442-bf51-4e3d-989e-dfb87ebb1b9c","5ef.khargra","Khargra","2","Small","Fiend","","","unaligned","planar","16","33","2","","","","Fifth Edition Foes: 157"
"5b0d734a-48a4-4f75-b62e-6be805f15cf1","5ef.korred","Korred","1","Small","Fey","","","chaotic neutral","forest","13","27","2","","","","Fifth Edition Foes: 158"
"33310580-40d5-410b-b280-805940c79166","5ef.kurok-spirit","Kurok-spirit","1","Large","Fiend","","","chaotic neutral","","13","19","3","","","","Fifth Edition Foes: 159"
"75b436c0-5118-4a60-916d-b31a8d025813","5ef.land-lamprey","Land Lamprey","1/4","Small","Beast","","","unaligned","underground","12","2","2","","","","Fifth Edition Foes: 160"
"4e09d563-e9cc-4bab-a88c-2e32cb135c2e","5ef.lava-child","Lava Child","1","Medium","Elemental","","","neutral","underground","11","22","0","","","","Fifth Edition Foes: 161"
"b4813d30-f494-455b-8f4b-c75ff3bdc854","5ef.lava-weird","Lava Weird","4","Large","Elemental","","","chaotic evil","planar","16","76","2","","","","Fifth Edition Foes: 244"
"4b3a36c1-7513-44ae-b422-00770ef80b6b","5ef.leng-spider","Leng Spider","6","Huge","Aberration","","","chaotic evil","","15","97","3","","","","Fifth Edition Foes: 162"
"14c8179e-6309-4d15-8c4a-8950209fbaff","5ef.lesser-boneneedle","Lesser Boneneedle","1/4","Small","Beast","","Boneneedle","unaligned","underground","12","13","2","","","","Fifth Edition Foes: 34"
"cd5f37bc-f0cb-41de-bff4-00ce7b0ec6b2","5ef.lesser-fire-crab","Lesser Fire Crab","1/8","Small","Monstrosity","","","unaligned","planar","12","4","2","","","","Fifth Edition Foes: 101"
"cfbcd4c4-a626-4274-9e9f-46359a39be3b","5ef.lesser-shadow","Lesser Shadow","1/8","Medium","Undead","","","chaotic evil","","12","7","2","","","","Fifth Edition Foes: 208"
"ba9171aa-dce5-471f-98a5-002524efea1d","5ef.lightning-treant","Lightning Treant","6","Huge","Plant","","","neutral evil","forest","15","105","-2","","","","Fifth Edition Foes: 231"
"5aece682-36f6-4760-bd9d-862cdbf315b4","5ef.lionwere","Lionwere","2","Large","Monstrosity","Shapechanger","Therianthrope","chaotic evil","grassland, underground","13","30","3","","","","Fifth Edition Foes: 228"
"103b318f-5844-4c28-88bc-0a88801599f6","5ef.lithonnite","Lithonnite","4","Large","Monstrosity","","","unaligned","aquatic, underground","18","68","1","","","","Fifth Edition Foes: 165"
"c3e2ed63-41cf-4ccf-9977-31e1f97e934e","5ef.magma-ooze","Magma Ooze","5","Large","Ooze","","","unaligned","mountain, underground","14","115","-5","","","","Fifth Edition Foes: 179"
"f57e8c30-656d-46af-9d1b-fec7eaf7f193","5ef.magmoid","Magmoid","4","Large","Elemental","","","unaligned","planar","16","75","2","","","","Fifth Edition Foes: 166"
"25457afb-09cf-4b91-a4db-968bd4ec250d","5ef.mandragora","Mandragora","1/8","Small","Plant","Fungoid","","neutral evil","forest","11","4","1","","","","Fifth Edition Foes: 167"
"efd769f7-8915-4106-b3e6-6b82aae844fc","5ef.mandrill","Mandrill","1/8","Small","Beast","","","unaligned","forest","12","9","2","","","","Fifth Edition Foes: 168"
"c4382159-8969-4f0b-9c4f-ff00a99f776e","5ef.mantari","Mantari","1/8","Medium","Monstrosity","","","neutral evil","underground","12","4","2","","","","Fifth Edition Foes: 169"
"3be8ea59-4982-4a6d-af3f-d3b6f48a5f5c","5ef.margoyle","Margoyle","5","Medium","Monstrosity","","Gargoyles","chaotic evil","aquatic, underground","16","114","2","","","","Fifth Edition Foes: 116"
"2363ae59-7bb2-4714-adfe-dc61c37f80bc","5ef.mastodon","Mastodon","4","Huge","Beast","","Pleistocene Animal","unaligned","forest, grassland","13","105","-1","","","","Fifth Edition Foes: 185"
"f172980e-5b6c-4a14-826c-59cdbc9ad957","5ef.midnight-peddler","Midnight Peddler","1/2","Medium","Fey","","","neutral","","11","45","1","","","","Fifth Edition Foes: 170"
"2bd24040-6384-4388-93f5-66846a471917","5ef.mite","Mite","1/8","Small","Fey","","Mites","lawful evil","underground","11","3","1","","","","Fifth Edition Foes: 171"
"a5a46e43-0367-4dd0-80e7-727a06f49c1e","5ef.monstrous-crayfish","Monstrous Crayfish","2","Large","Beast","Aquatic","","unaligned","aquatic","14","45","0","","","","Fifth Edition Foes: 70"
"54c76671-883c-46f8-a3e4-6c742732d652","5ef.mummy-of-the-deep","Mummy of the Deep","2","Medium","Undead","Aquatic","","neutral evil","aquatic","11","33","0","","","","Fifth Edition Foes: 173"
"24c71a8d-54d4-4e52-9e9a-67d8cc268a49","5ef.murder-crow","Murder Crow","3","Medium","Undead","","","chaotic evil","","15","52","3","","","","Fifth Edition Foes: 174"
"14a40422-3e78-4d99-8772-bec7b387e6eb","5ef.mustard-jelly","Mustard Jelly","5","Large","Ooze","","","unaligned","swamp","14","85","0","","","","Fifth Edition Foes: 151"
"a98dda59-e604-4397-a8bf-c3ebea465fe6","5ef.olive-slime","Olive Slime","0","Large","Plant","Fungoid","","unaligned","underground","11","14","1","","","","Fifth Edition Foes: 176"
"c26c85a8-4d1f-4a71-8182-81590b7fc0ad","5ef.olive-slime-zombie","Olive Slime Zombie","1/2","Medium","Plant","","","neutral evil","underground","9","26","-1","","","","Fifth Edition Foes: 177"
"cfc83102-72b9-414d-a7eb-a01ee760fa51","5ef.origami-warrior","Origami Warrior","1/8","Medium","Construct","","","unaligned","","15","9","3","","","","Fifth Edition Foes: 180"
"982f4e9e-01b6-4361-81e9-63f8448f8e8e","5ef.owlwere","Owlwere","1/2","Small","Monstrosity","Shapechanger","Therianthrope","chaotic evil","grassland, underground","13","13","3","","","","Fifth Edition Foes: 229"
"e63a187e-1d25-46ff-acfd-ca869a6f664b","5ef.pech","Pech","1/4","Small","Fey","","","neutral good","planar, underground","11","18","1","","","","Fifth Edition Foes: 181"
"61b6158a-05b7-4cc9-9b70-507a3ec22ef6","5ef.pestie","Pestie","1/4","Small","Fey","","Mites","lawful evil","underground","12","7","2","","","","Fifth Edition Foes: 172"
"72d8df79-bede-4f5e-8584-e4425ed25b4a","5ef.phycomid","Phycomid","1/2","Small","Plant","Fungoid","","neutral evil","underground","10","22","0","","","","Fifth Edition Foes: 182"
"925b7880-251a-4e01-8829-6231ed13ac1d","5ef.poisonous-fire-snake","Poisonous Fire Snake","1/2","Small","Fiend","","","unaligned","planar","13","13","3","","","","Fifth Edition Foes: 102"
"613b4121-7fe3-4b23-be80-d0fcff54620f","5ef.pyrolisk","Pyrolisk","1/2","Small","Monstrosity","","","neutral evil","underground","12","21","2","","","","Fifth Edition Foes: 188"
"2f98de88-8424-4e9b-a658-95b0ee302a29","5ef.quadricorn","Quadricorn","4","Large","Monstrosity","","","neutral evil","grassland","12","59","1","","","","Fifth Edition Foes: 189"
"47aa6784-4245-440f-9f51-b90e061bfc60","5ef.quickwood","Quickwood","8","Huge","Plant","","","neutral","forest, mountain","14","149","2","","","","Fifth Edition Foes: 190"
"52096bf8-1a8d-4cb3-88f7-91302e60b9cd","5ef.red-jester","Red Jester","5","Medium","Undead","","","chaotic neutral","","14","67","3","","","","Fifth Edition Foes: 192"
"084ba8ff-ab3b-4f76-aa3f-b577978f0e4d","5ef.ronus","Ronus","1/4","Medium","Monstrosity","","","unaligned","forest","14","16","3","","","","Fifth Edition Foes: 193"
"ff870084-5a52-4c18-afcd-4f63ffb41cb5","5ef.russet-mold","Russet Mold","1/2","Medium","Plant","Fungoid","","unaligned","underground","8","9","2","","","","Fifth Edition Foes: 194"
"2496c9fa-a7d8-4b97-a20e-42c76c585660","5ef.ryven","Ryven","1","Medium","Humanoid","","","neutral","forest","13","19","2","","","","Fifth Edition Foes: 195"
"36e4e3ee-af3e-4093-b83c-7e1546628a9c","5ef.sandling","Sandling","1","Large","Elemental","","","unaligned","planar","15","26","1","","","","Fifth Edition Foes: 196"
"2a7f3c35-4fa9-465d-809a-fefbd79356b9","5ef.screaming-devilkin","Screaming Devilkin","1/4","Small","Fiend","","","lawful evil","","12","13","2","","","","Fifth Edition Foes: 197"
"8e2ff0f9-f028-4820-a066-79b048f089fa","5ef.scythe-tree","Scythe Tree","5","Huge","Plant","","","chaotic evil","forest","14","76","-1","","","","Fifth Edition Foes: 198"
"6db77354-d6ab-416b-b23b-90b142ef7c11","5ef.sepulchral-guardian","Sepulchral Guardian","3","Medium","Construct","","","unaligned","","14","65","0","","","","Fifth Edition Foes: 206"
"2cef4f87-c829-4108-8b88-95e935af7297","5ef.shadow-mastiff","Shadow Mastiff","1/2","Medium","Fiend","","","chaotic evil","","12","22","2","","","","Fifth Edition Foes: 207"
"a791b84a-57f7-4625-96ae-eed2d7451197","5ef.shadow-rat","Shadow Rat","0","Tiny","Undead","","","unaligned","","12","1","2","","","","Fifth Edition Foes: 191"
"bda1c849-b316-46c9-b02f-74e1f023abd6","5ef.shipbreaker-sea-serpent","Shipbreaker Sea Serpent","20","Gargantuan","Dragon","Aquatic","","chaotic neutral","aquatic","19","310","1","","legendary","","Fifth Edition Foes: 202"
"b13be6df-2259-4bbf-9fbb-8712f11f6132","5ef.shroom","Shroom","4","Small","Plant","Fungoid","","chaotic evil","forest, underground","12","49","0","lair","","","Fifth Edition Foes: 209"
"94e4df5d-bba5-4810-99b7-bfd8a15e67c6","5ef.skeleton-warrior","Skeleton Warrior","14","Medium","Undead","","","neutral evil","underground","19","150","1","","legendary","","Fifth Edition Foes: 210"
"f5ec9872-59ff-4455-bd4d-e01a81a39851","5ef.skelzi","Skelzi","1","Medium","Humanoid","","","chaotic evil","","14","44","2","","","","Fifth Edition Foes: 213"
"16bc059c-afd0-4eae-b07c-9ff786f323e1","5ef.skulk","Skulk","1/2","Medium","Humanoid","","","chaotic neutral","underground","13","18","3","","","","Fifth Edition Foes: 214"
"fa7c0cd2-fce9-47e4-82c2-f217930e9940","5ef.slithering-tracker","Slithering Tracker","1","Small","Ooze","","","unaligned","underground","14","32","4","","","","Fifth Edition Foes: 215"
"fe3a553f-eff8-4b22-be3a-c218f0322a6b","5ef.snow-leopard","Snow Leopard","1/4","Medium","Beast","","","unaligned","arctic, forest, mountain","12","16","2","","","","Fifth Edition Foes: 163"
"3e120c8e-9d56-4ffd-a791-ec4e5a610e5b","5ef.soul-reaper","Soul Reaper","16","Large","Undead","","","neutral evil","","19","152","3","","","","Fifth Edition Foes: 216"
"2e36753d-6831-4782-bde2-ea3d3ba7bd82","5ef.spectral-troll","Spectral Troll","4","Large","Undead","","Trolls","chaotic evil","","15","52","1","","","","Fifth Edition Foes: 234"
"415f28df-d304-4914-9c8e-06e6d12c1d57","5ef.spitting-sea-serpent","Spitting Sea Serpent","5","Large","Dragon","Aquatic","","chaotic evil","aquatic","14","97","4","","","","Fifth Edition Foes: 204"
"f63952f3-3c3a-448e-afbf-ed6f7c9a9ee7","5ef.stegocentipede","Stegocentipede","4","Huge","Beast","","","unaligned","forest, underground","14","76","2","","","","Fifth Edition Foes: 217"
"e72c259e-e85f-4b37-a79f-4ba6c0dca135","5ef.stone-guardian-golem","Stone Guardian Golem","2","Medium","Construct","","Golems","unaligned","","14","42","-1","","","","Fifth Edition Foes: 128"
"c06f6a75-6ea2-4466-b4ae-ec73b038f97c","5ef.strangle-weed","Strangle Weed","2","Large","Plant","Aquatic","","unaligned","aquatic","10","34","0","","","","Fifth Edition Foes: 218"
"8bf9526f-0d32-44d2-8d15-92ac6076cbf9","5ef.stygian-skeleton","Stygian Skeleton","7","Medium","Undead","","","chaotic evil","underground","16","97","3","","","","Fifth Edition Foes: 212"
"83c265a3-3cd4-4f0e-bcdd-38582bc0e1e4","5ef.tabaxi","Tabaxi","1/2","Medium","Humanoid","","","chaotic neutral","forest","12","11","2","","","","Fifth Edition Foes: 219"
"ea2fba96-a553-40db-a5ef-66912d3f1d46","5ef.taer","Taer","1","Medium","Humanoid","","","neutral","mountain","14","26","2","","","","Fifth Edition Foes: 220"
"e70c5539-e92b-43fb-b9b8-a1eafbe50c0a","5ef.tangtal","Tangtal","1","Medium","Monstrosity","","","neutral evil","forest, grassland","13","19","3","","","","Fifth Edition Foes: 221"
"1c892be7-9839-4224-8989-8077f52f9e6e","5ef.tazelwurm--tatzelwurm","Tazelwurm / Tatzelwurm","2","Large","Monstrosity","","","unaligned","mountain","12","45","2","","","","Fifth Edition Foes: 222"
"5722d06a-5388-4438-bbc3-7644ce74ed1e","5ef.temporal-crawler","Temporal Crawler","2","Medium","Aberration","","","neutral evil","planar","14","45","3","","","","Fifth Edition Foes: 223"
"b00b8450-8ea4-4fd7-98e9-5a9325ef542f","5ef.tendriculos","Tendriculos","4","Large","Plant","","","unaligned","","8","93","-2","","","","Fifth Edition Foes: 224"
"d48b2e9f-df78-43ed-be7c-329cf4a67471","5ef.tentacled-horror","Tentacled Horror","11","Huge","Aberration","","","chaotic evil","underground","17","171","-1","","legendary","","Fifth Edition Foes: 225"
"5dfef99c-ec51-4503-81e9-72408322a686","5ef.teratashia","Teratashia","15","Large","Fiend","","Demons","chaotic evil","planar","18","161","4","","","","Fifth Edition Foes: 80"
"409b267d-1c8e-4d83-9073-754676435a06","5ef.thalasskoptis","Thalasskoptis","10","Large","Fiend","Aquatic, Demon Prince","Demons","chaotic evil","aquatic","18","168","4","","legendary","","Fifth Edition Foes: 81"
"4ba6fe62-4d05-4c9c-a79d-4dbc8ff944e3","5ef.tri-flower-frond","Tri-flower Frond","1/2","Medium","Plant","","","unaligned","forest","12","19","0","","","","Fifth Edition Foes: 232"
"f894b14f-db34-4fe7-b56d-faaf3af5ae9c","5ef.tunnel-prawn","Tunnel Prawn","1/8","Small","Beast","","","unaligned","underground","14","7","2","","","","Fifth Edition Foes: 236"
"61e73927-3a92-46ed-b036-26ef21f783d5","5ef.tunnel-worm","Tunnel Worm","8","Huge","Monstrosity","","","unaligned","underground","16","115","1","","","","Fifth Edition Foes: 237"
"abefd210-c81e-4b0a-b783-99033d183706","5ef.two-headed-troll","Two-headed Troll","6","Large","Giant","","Trolls","chaotic evil","mountain, underground","15","105","1","","","","Fifth Edition Foes: 235"
"7f18f6e9-7582-410a-9fac-dad94e33c49d","5ef.vampire-rose","Vampire Rose","1/4","Small","Plant","","","unaligned","","9","27","-1","","","","Fifth Edition Foes: 238"
"689d781c-3335-41d0-ac69-ca66d43b5f72","5ef.vegepygmy-chief","Vegepygmy Chief","3","Medium","Plant","Fungoid","","unaligned","underground","14","60","2","","","","Fifth Edition Foes: 239"
"9dc6591a-0abc-41c7-8577-d432e698d734","5ef.vegepygmy-commoner-and-worker","Vegepygmy Commoner and Worker","1/8","Small","Plant","Fungoid","","unaligned","underground","12","10","2","","","","Fifth Edition Foes: 239"
"3ee667b4-dd1e-4c3b-a9b1-cbb7a67324e2","5ef.vegepygmy-guard","Vegepygmy Guard","1/2","Small","Plant","Fungoid","","unaligned","underground","13","28","2","","","","Fifth Edition Foes: 239"
"bee30fb9-d847-4a3c-bd00-02cc0da21369","5ef.volt-bolt-wurm","Volt (Bolt Wurm)","1/4","Small","Aberration","","","unaligned","underground","13","13","3","","","","Fifth Edition Foes: 241"
"26aa0a9b-3c08-40cf-b262-025b902fac25","5ef.vorin","Vorin","9","Huge","Monstrosity","Aquatic","","chaotic evil","swamp","14","149","4","","","","Fifth Edition Foes: 242"
"3a072df0-6203-467f-b638-074af40639d3","5ef.vulchling","Vulchling","1/8","Medium","Monstrosity","","","chaotic evil","underground","12","9","2","","","","Fifth Edition Foes: 243"
"5c66baa2-20cb-4d18-9c71-b43add3b467f","5ef.warrior","Warrior","2","Medium","Construct","","Amphorons of Yothri","neutral","","17","33","0","","","","Fifth Edition Foes: 10"
"d3b85b60-4b6b-4ee3-93b1-9baf49440aec","5ef.were-mist","Were-mist","2","Large","Aberration","","","chaotic evil","","7","16","2","","","","Fifth Edition Foes: 245"
"bbeb8c00-df9b-477c-a485-bfb0cc6ec4e6","5ef.weredactyl","Weredactyl","2","Medium","Humanoid","Shapechanger","","neutral evil","","12","44","2","","","","Fifth Edition Foes: 246"
"7785b231-b5b2-4269-8aa3-f400c01632f6","5ef.widow-creeper","Widow Creeper","10","Large","Plant","","","unaligned","forest","13","133","1","","","","Fifth Edition Foes: 247"
"8a5d973c-9698-4aed-a99b-f31dad99bae5","5ef.witch-grass","Witch Grass","0","Small","Plant","","","unaligned","forest, grassland","5","3","0","","","","Fifth Edition Foes: 248"
"e002e4cd-51ea-4aab-b69b-15826cad2ccd","5ef.witherstench","Witherstench","0","Small","Monstrosity","","","unaligned","","12","1","2","","","","Fifth Edition Foes: 249"
"42db7f08-1537-484e-a7c4-eeabb41c31cf","5ef.wolfwere","Wolfwere","1","Medium","Monstrosity","Shapechanger","Therianthrope","chaotic evil","grassland, underground","14","19","3","","","","Fifth Edition Foes: 230"
"aefb5349-effc-4072-9d41-9107040c81de","5ef.wooden-golem","Wooden Golem","3","Medium","Construct","","Golems","unaligned","","14","60","-1","","","","Fifth Edition Foes: 129"
"cb104764-015e-4a72-a3be-749cc07fbd63","5ef.woolly-rhinoceros","Woolly Rhinoceros","6","Large","Beast","","Pleistocene Animal","unaligned","forest, grassland, swamp","14","136","-1","","","","Fifth Edition Foes: 186"
"37f04c1c-c541-46ae-8711-9a124d481108","5ef.worker","Worker","1/2","Small","Construct","","Amphorons of Yothri","neutral","","17","13","0","","","","Fifth Edition Foes: 9"
"eb7f35d4-9cfc-4334-9c35-61d723fc658c","5ef.yellow-musk-creeper","Yellow Musk Creeper","1","Large","Plant","","","unaligned","forest, underground","12","25","2","","","","Fifth Edition Foes: 250"
"1e77dc01-0354-45db-9915-4bebdb87d17b","5ef.yellow-musk-zombie","Yellow Musk Zombie","1/4","Medium","Plant","","","neutral evil","forest, underground","9","19","-1","","","","Fifth Edition Foes: 251"
